datetime,pm25,temperature,humidity,wind_speed,wind_direction
2024-04-08 17:00:00,12.0,19.5,61,14.3,208
2024-04-08 18:00:00,10.8,18.0,65,17.8,228
2024-04-08 19:00:00,10.2,15.7,76,15.2,248
2024-04-08 20:00:00,9.4,14.4,79,15.8,253
2024-04-08 21:00:00,5.6,13.4,78,18.2,252
2024-04-08 22:00:00,3.4,12.3,78,19.0,243
2024-04-08 23:00:00,3.1,11.4,77,19.2,230
2024-04-09 00:00:00,2.9,10.8,76,21.4,228
2024-04-09 01:00:00,3.1,9.8,81,22.9,242
2024-04-09 02:00:00,3.2,8.4,83,21.8,236
2024-04-09 03:00:00,3.2,8.0,80,22.7,224
2024-04-09 04:00:00,3.3,7.9,77,22.9,225
2024-04-09 05:00:00,4.2,7.7,74,23.4,227
2024-04-09 06:00:00,5.4,7.5,73,24.3,230
2024-04-09 07:00:00,5.8,8.3,73,22.4,226
2024-04-09 08:00:00,5.3,9.4,67,29.8,238
2024-04-09 09:00:00,4.9,10.4,61,31.7,249
2024-04-09 10:00:00,4.7,10.9,60,28.3,248
2024-04-09 11:00:00,4.6,11.7,58,28.7,250
2024-04-09 12:00:00,3.8,12.2,56,28.8,261
2024-04-09 13:00:00,3.4,9.9,69,28.3,244
2024-04-09 14:00:00,3.4,11.4,67,26.9,254
2024-04-09 15:00:00,3.7,11.1,68,19.5,282
2024-04-09 16:00:00,4.0,11.4,65,17.3,266
2024-04-09 17:00:00,4.1,10.9,64,16.7,284
2024-04-09 18:00:00,4.6,10.1,64,14.8,276
2024-04-09 19:00:00,5.6,9.0,64,14.8,271
2024-04-09 20:00:00,6.5,8.5,64,15.1,270
2024-04-09 21:00:00,6.3,7.8,67,13.0,267
2024-04-09 22:00:00,6.3,7.1,71,13.0,256
2024-04-09 23:00:00,5.8,6.6,74,13.1,249
2024-04-10 00:00:00,5.7,6.4,76,14.8,256
2024-04-10 01:00:00,5.7,6.8,81,14.4,270
2024-04-10 02:00:00,5.9,6.2,84,13.3,273
2024-04-10 03:00:00,6.3,5.7,87,12.6,267
2024-04-10 04:00:00,6.3,5.2,89,10.8,268
2024-04-10 05:00:00,8.1,4.8,91,9.7,270
2024-04-10 06:00:00,9.4,5.4,90,9.7,268
2024-04-10 07:00:00,10.4,7.3,86,7.3,259
2024-04-10 08:00:00,9.4,9.1,81,6.3,257
2024-04-10 09:00:00,9.3,10.8,71,6.9,276
2024-04-10 10:00:00,7.5,11.8,61,7.2,270
2024-04-10 11:00:00,6.5,12.6,56,8.8,258
2024-04-10 12:00:00,6.3,13.6,52,9.6,257
2024-04-10 13:00:00,6.5,14.5,48,6.9,242
2024-04-10 14:00:00,6.1,15.1,46,7.0,249
2024-04-10 15:00:00,6.2,15.4,43,6.9,261
2024-04-10 16:00:00,7.3,15.5,43,8.7,275
2024-04-10 17:00:00,7.8,14.4,54,9.7,268
2024-04-10 18:00:00,7.7,12.4,67,9.8,264
2024-04-10 19:00:00,7.6,9.9,78,6.7,234
2024-04-10 20:00:00,8.4,9.7,78,8.0,216
2024-04-10 21:00:00,9.4,9.4,77,8.2,218
2024-04-10 22:00:00,7.6,9.4,76,9.6,214
2024-04-10 23:00:00,6.8,10.2,72,10.3,205
2024-04-11 00:00:00,7.6,10.6,71,11.4,198
2024-04-11 01:00:00,6.6,11.4,72,9.8,208
2024-04-11 02:00:00,6.5,11.4,76,10.7,225
2024-04-11 03:00:00,6.5,11.4,81,10.8,244
2024-04-11 04:00:00,7.7,11.4,84,9.8,253
2024-04-11 05:00:00,9.3,11.2,86,8.0,243
2024-04-11 06:00:00,10.2,11.3,88,6.9,227
2024-04-11 07:00:00,10.4,12.1,87,6.1,220
2024-04-11 08:00:00,9.3,13.6,84,6.7,234
2024-04-11 09:00:00,8.5,15.1,79,8.7,253
2024-04-11 10:00:00,7.9,15.9,76,7.4,247
2024-04-11 11:00:00,8.0,15.9,78,8.2,255
2024-04-11 12:00:00,7.3,16.1,78,6.4,243
2024-04-11 13:00:00,7.5,16.9,72,7.3,213
2024-04-11 14:00:00,7.7,17.5,71,6.1,230
2024-04-11 15:00:00,8.6,17.5,73,7.1,255
2024-04-11 16:00:00,9.7,17.4,73,6.8,252
2024-04-11 17:00:00,11.1,17.1,75,3.7,241
2024-04-11 18:00:00,12.1,16.9,76,1.9,202
2024-04-11 19:00:00,15.3,16.1,79,1.3,124
2024-04-11 20:00:00,18.2,13.2,93,6.8,177
2024-04-11 21:00:00,19.6,12.4,94,6.5,199
2024-04-11 22:00:00,18.8,11.7,95,6.6,225
2024-04-11 23:00:00,18.3,11.4,95,6.4,218
2024-04-12 00:00:00,17.2,10.9,95,6.7,216
2024-04-12 01:00:00,15.4,12.9,94,4.5,194
2024-04-12 02:00:00,13.7,12.6,95,5.4,188
2024-04-12 03:00:00,14.2,11.8,96,5.4,200
2024-04-12 04:00:00,14.9,10.0,98,6.8,198
2024-04-12 05:00:00,15.0,9.4,97,6.2,201
2024-04-12 06:00:00,18.9,10.8,94,7.4,194
2024-04-12 07:00:00,18.0,12.8,90,6.5,174
2024-04-12 08:00:00,14.5,15.2,85,4.8,193
2024-04-12 09:00:00,13.3,17.0,78,5.6,207
2024-04-12 10:00:00,13.0,18.7,63,7.1,225
2024-04-12 11:00:00,12.3,19.6,57,7.4,231
2024-04-12 12:00:00,11.7,20.2,55,7.1,229
2024-04-12 13:00:00,7.9,21.2,56,5.6,230
2024-04-12 14:00:00,7.7,21.7,54,5.8,184
2024-04-12 15:00:00,7.6,22.0,56,9.8,163
2024-04-12 16:00:00,8.7,21.1,61,13.1,172
2024-04-12 17:00:00,9.0,20.4,67,10.9,174
2024-04-12 18:00:00,8.9,18.6,74,7.7,169
2024-04-12 19:00:00,10.8,16.4,82,8.0,175
2024-04-12 20:00:00,13.1,14.8,87,8.0,185
2024-04-12 21:00:00,14.4,14.1,87,8.1,201
2024-04-12 22:00:00,15.1,13.8,89,9.7,195
2024-04-12 23:00:00,14.3,13.4,89,9.8,188
2024-04-13 00:00:00,12.2,12.9,90,8.0,188
2024-04-13 01:00:00,12.2,12.3,94,6.8,183
2024-04-13 02:00:00,11.9,11.6,95,6.8,183
2024-04-13 03:00:00,11.2,11.1,95,6.9,186
2024-04-13 04:00:00,11.5,10.8,95,6.8,183
2024-04-13 05:00:00,12.6,10.1,96,6.2,187
2024-04-13 06:00:00,14.1,11.3,94,6.5,180
2024-04-13 07:00:00,13.4,13.5,90,6.5,161
2024-04-13 08:00:00,13.2,16.0,85,6.5,161
2024-04-13 09:00:00,11.4,18.6,78,9.6,167
2024-04-13 10:00:00,10.0,20.5,71,11.9,177
2024-04-13 11:00:00,8.5,21.9,66,13.4,185
2024-04-13 12:00:00,6.7,22.9,61,14.5,199
2024-04-13 13:00:00,5.6,23.6,54,16.2,201
2024-04-13 14:00:00,5.6,24.0,52,17.7,209
2024-04-13 15:00:00,5.6,23.9,51,17.4,218
2024-04-13 16:00:00,5.9,23.4,55,15.3,227
2024-04-13 17:00:00,6.2,22.2,61,11.5,229
2024-04-13 18:00:00,7.3,20.2,70,9.4,230
2024-04-13 19:00:00,8.6,18.0,77,10.3,234
2024-04-13 20:00:00,8.7,17.5,79,12.0,237
2024-04-13 21:00:00,9.0,17.0,78,11.8,258
2024-04-13 22:00:00,9.9,15.5,86,11.3,297
2024-04-13 23:00:00,11.2,14.1,87,11.9,305
2024-04-14 00:00:00,13.0,13.1,81,11.7,304
2024-04-14 01:00:00,13.1,13.2,71,13.1,307
2024-04-14 02:00:00,12.5,11.9,69,12.5,314
2024-04-14 03:00:00,13.7,10.7,75,10.4,316
2024-04-14 04:00:00,15.7,9.8,83,10.2,318
2024-04-14 05:00:00,17.5,9.4,89,9.2,318
2024-04-14 06:00:00,18.7,10.1,91,10.6,325
2024-04-14 07:00:00,19.7,10.5,92,9.6,326
2024-04-14 08:00:00,17.1,11.4,90,9.3,324
2024-04-14 09:00:00,14.7,12.4,86,9.2,321
2024-04-14 10:00:00,14.7,13.8,79,8.2,322
2024-04-14 11:00:00,12.3,15.4,72,6.4,313
2024-04-14 12:00:00,10.4,16.5,67,5.2,304
2024-04-14 13:00:00,10.9,18.5,60,5.8,274
2024-04-14 14:00:00,10.0,19.1,57,6.1,267
2024-04-14 15:00:00,8.3,19.8,54,9.7,270
2024-04-14 16:00:00,10.0,18.5,61,14.7,295
2024-04-14 17:00:00,11.5,16.5,67,16.1,312
2024-04-14 18:00:00,11.8,15.7,71,9.2,315
2024-04-14 19:00:00,12.7,14.1,75,9.9,341
2024-04-14 20:00:00,14.5,13.4,74,12.8,328
2024-04-14 21:00:00,12.7,12.7,73,16.3,329
2024-04-14 22:00:00,10.4,11.9,71,14.2,333
2024-04-14 23:00:00,9.7,10.6,72,14.0,325
2024-04-15 00:00:00,8.4,10.1,72,10.9,316
2024-04-15 01:00:00,9.3,10.2,81,8.5,298
2024-04-15 02:00:00,10.1,9.1,86,8.4,290
2024-04-15 03:00:00,10.6,8.1,89,9.7,292
2024-04-15 04:00:00,11.8,7.3,91,9.5,279
2024-04-15 05:00:00,10.8,6.7,91,11.3,263
2024-04-15 06:00:00,11.0,7.1,89,13.7,256
2024-04-15 07:00:00,8.6,8.4,81,18.9,256
2024-04-15 08:00:00,6.6,10.0,71,21.8,254
2024-04-15 09:00:00,5.4,11.2,65,27.8,257
2024-04-15 10:00:00,4.8,11.6,65,30.2,248
2024-04-15 11:00:00,4.4,12.5,62,36.2,249
2024-04-15 12:00:00,4.4,11.8,66,31.1,245
2024-04-15 13:00:00,4.6,12.6,66,38.7,246
2024-04-15 14:00:00,4.6,13.2,67,36.4,242
2024-04-15 15:00:00,5.6,11.6,73,39.8,283
2024-04-15 16:00:00,6.4,9.6,75,30.1,278
2024-04-15 17:00:00,7.1,9.6,75,24.8,271
2024-04-15 18:00:00,8.4,9.5,73,23.6,277
2024-04-15 19:00:00,7.7,9.0,71,24.0,279
2024-04-15 20:00:00,7.5,8.1,73,22.7,280
2024-04-15 21:00:00,7.5,7.5,74,23.1,273
2024-04-15 22:00:00,6.5,7.2,75,22.3,272
2024-04-15 23:00:00,5.9,6.6,78,21.2,269
2024-04-16 00:00:00,6.1,6.5,78,21.4,262
2024-04-16 01:00:00,6.2,7.2,77,24.6,264
2024-04-16 02:00:00,6.0,7.1,77,25.4,263
2024-04-16 03:00:00,5.8,6.6,79,25.1,263
2024-04-16 04:00:00,5.6,6.6,78,25.4,263
2024-04-16 05:00:00,5.7,6.7,77,25.8,263
2024-04-16 06:00:00,6.1,7.4,75,26.3,268
2024-04-16 07:00:00,6.0,8.6,74,22.3,272
2024-04-16 08:00:00,5.7,9.1,72,27.8,289
2024-04-16 09:00:00,5.2,10.2,70,24.8,296
2024-04-16 10:00:00,5.1,11.4,66,25.6,296
2024-04-16 11:00:00,5.0,12.4,60,26.2,297
2024-04-16 12:00:00,4.9,12.8,60,25.6,296
2024-04-16 13:00:00,4.3,11.8,64,27.7,300
2024-04-16 14:00:00,4.2,11.6,71,25.7,304
2024-04-16 15:00:00,5.0,12.3,59,27.2,307
2024-04-16 16:00:00,5.5,11.2,58,26.8,310
2024-04-16 17:00:00,6.8,10.9,61,22.3,309
2024-04-16 18:00:00,7.2,10.1,63,20.4,319
2024-04-16 19:00:00,8.4,8.8,70,18.1,314
2024-04-16 20:00:00,8.2,7.4,77,14.8,309
2024-04-16 21:00:00,8.8,6.5,81,14.9,307
2024-04-16 22:00:00,9.3,6.0,84,14.4,302
2024-04-16 23:00:00,9.4,5.7,88,14.3,298
2024-04-17 00:00:00,9.4,5.3,90,14.2,300
2024-04-17 01:00:00,9.7,5.7,93,10.8,296
2024-04-17 02:00:00,10.0,5.2,94,10.1,305
2024-04-17 03:00:00,10.2,4.8,95,10.6,305
2024-04-17 04:00:00,10.3,4.5,95,10.0,300
2024-04-17 05:00:00,11.0,4.3,95,10.3,299
2024-04-17 06:00:00,12.2,5.2,93,11.9,295
2024-04-17 07:00:00,12.7,6.6,87,12.7,299
2024-04-17 08:00:00,12.0,8.0,80,14.2,306
2024-04-17 09:00:00,10.3,9.2,71,15.0,312
2024-04-17 10:00:00,9.7,10.3,62,14.6,310
2024-04-17 11:00:00,7.8,11.1,58,14.4,292
2024-04-17 12:00:00,5.8,11.6,56,17.8,284
2024-04-17 13:00:00,5.0,7.9,76,18.8,306
2024-04-17 14:00:00,4.7,8.8,75,15.9,322
2024-04-17 15:00:00,4.7,10.1,62,22.0,322
2024-04-17 16:00:00,5.4,9.0,60,21.6,323
2024-04-17 17:00:00,6.3,8.9,60,20.1,324
2024-04-17 18:00:00,7.6,8.2,61,16.6,321
2024-04-17 19:00:00,9.0,6.8,68,12.0,316
2024-04-17 20:00:00,9.8,5.4,75,8.0,306
2024-04-17 21:00:00,10.5,4.4,81,7.6,295
2024-04-17 22:00:00,10.9,4.1,83,8.1,283
2024-04-17 23:00:00,11.0,3.9,83,9.0,275
2024-04-18 00:00:00,11.2,3.8,83,10.8,291
2024-04-18 01:00:00,11.7,4.3,85,12.2,317
2024-04-18 02:00:00,11.5,3.7,85,11.4,336
2024-04-18 03:00:00,12.1,3.6,87,6.2,324
2024-04-18 04:00:00,11.6,3.0,93,5.1,309
2024-04-18 05:00:00,11.2,2.5,95,6.5,326
2024-04-18 06:00:00,12.2,3.8,91,12.5,348
2024-04-18 07:00:00,13.4,4.9,87,14.0,12
2024-04-18 08:00:00,12.2,6.3,77,13.3,19
2024-04-18 09:00:00,11.1,7.7,70,13.7,23
2024-04-18 10:00:00,9.6,9.1,60,14.9,15
2024-04-18 11:00:00,8.2,9.6,57,15.4,16
2024-04-18 12:00:00,8.7,10.4,54,15.2,14
2024-04-18 13:00:00,9.1,11.3,54,12.6,5
2024-04-18 14:00:00,9.1,11.6,50,12.3,7
2024-04-18 15:00:00,9.5,11.4,49,11.2,4
2024-04-18 16:00:00,9.6,11.8,49,11.2,354
2024-04-18 17:00:00,10.1,11.3,47,10.4,340
2024-04-18 18:00:00,11.2,10.4,60,5.0,330
2024-04-18 19:00:00,15.0,8.1,71,7.7,298
2024-04-18 20:00:00,18.3,7.6,70,5.8,248
2024-04-18 21:00:00,17.4,6.6,75,9.1,236
2024-04-18 22:00:00,16.6,7.7,66,10.6,260
2024-04-18 23:00:00,14.4,7.6,70,9.1,261
2024-04-19 00:00:00,12.0,7.4,74,9.8,246
2024-04-19 01:00:00,12.0,7.8,81,12.2,256
2024-04-19 02:00:00,11.2,7.8,80,10.0,249
2024-04-19 03:00:00,10.2,7.7,80,12.4,262
2024-04-19 04:00:00,10.1,7.7,76,15.2,263
2024-04-19 05:00:00,9.8,7.8,68,18.1,265
2024-04-19 06:00:00,9.3,7.9,63,19.1,268
2024-04-19 07:00:00,8.9,8.1,62,20.6,265
2024-04-19 08:00:00,8.5,8.6,69,19.6,263
2024-04-19 09:00:00,7.4,9.9,74,24.1,267
2024-04-19 10:00:00,7.1,11.5,70,29.5,278
2024-04-19 11:00:00,6.8,11.9,70,29.4,281
2024-04-19 12:00:00,7.1,12.1,72,27.9,281
2024-04-19 13:00:00,7.1,11.6,76,25.7,285
2024-04-19 14:00:00,7.6,11.6,75,26.1,294
2024-04-19 15:00:00,8.6,10.9,78,21.9,284
2024-04-19 16:00:00,7.9,11.1,76,25.7,292
2024-04-19 17:00:00,8.9,10.7,80,20.7,293
2024-04-19 18:00:00,9.2,10.4,81,22.1,304
2024-04-19 19:00:00,10.1,9.4,85,15.9,327
2024-04-19 20:00:00,10.5,8.3,87,13.7,337
2024-04-19 21:00:00,9.2,7.4,89,14.6,344
2024-04-19 22:00:00,8.1,6.7,88,13.1,351
2024-04-19 23:00:00,8.2,5.5,88,9.6,347
2024-04-20 00:00:00,8.5,4.5,90,8.5,324
2024-04-20 01:00:00,8.0,4.6,92,9.3,306
2024-04-20 02:00:00,7.8,4.2,90,11.2,315
2024-04-20 03:00:00,6.6,3.7,89,11.4,325
2024-04-20 04:00:00,6.1,3.3,88,11.9,331
2024-04-20 05:00:00,6.2,3.2,89,12.2,336
2024-04-20 06:00:00,6.4,4.3,86,13.4,336
2024-04-20 07:00:00,6.2,5.8,77,14.9,345
2024-04-20 08:00:00,4.9,7.0,68,20.3,354
2024-04-20 09:00:00,4.3,7.8,62,19.8,1
2024-04-20 10:00:00,4.4,8.4,61,20.2,358
2024-04-20 11:00:00,4.5,9.0,58,19.5,357
2024-04-20 12:00:00,5.0,9.4,59,19.1,357
2024-04-20 13:00:00,4.5,9.6,57,19.1,358
2024-04-20 14:00:00,4.6,10.1,53,19.0,350
2024-04-20 15:00:00,4.8,9.9,52,20.6,354
2024-04-20 16:00:00,5.1,9.4,56,20.2,360
2024-04-20 17:00:00,5.0,8.9,56,19.1,358
2024-04-20 18:00:00,5.2,8.4,61,16.6,360
2024-04-20 19:00:00,5.7,7.7,63,15.5,1
2024-04-20 20:00:00,6.1,6.6,70,11.2,356
2024-04-20 21:00:00,6.4,5.2,76,10.2,352
2024-04-20 22:00:00,6.9,4.4,79,10.6,342
2024-04-20 23:00:00,7.0,4.0,82,11.1,335
2024-04-21 00:00:00,8.1,3.8,83,10.9,326
2024-04-21 01:00:00,8.2,4.4,81,11.7,326
2024-04-21 02:00:00,7.8,3.8,84,11.1,324
2024-04-21 03:00:00,8.1,2.9,87,10.6,325
2024-04-21 04:00:00,8.6,3.4,82,11.0,322
2024-04-21 05:00:00,8.9,3.7,80,12.8,322
2024-04-21 06:00:00,7.4,4.3,79,12.3,322
2024-04-21 07:00:00,6.4,6.1,73,14.5,333
2024-04-21 08:00:00,4.7,7.2,67,26.1,354
2024-04-21 09:00:00,4.0,7.4,65,23.5,356
2024-04-21 10:00:00,3.9,8.8,57,25.6,357
2024-04-21 11:00:00,4.1,9.4,55,23.2,353
2024-04-21 12:00:00,4.3,8.9,66,24.0,352
2024-04-21 13:00:00,4.0,9.9,55,25.3,5
2024-04-21 14:00:00,4.4,10.3,50,27.3,23
2024-04-21 15:00:00,5.8,10.2,50,28.7,30
2024-04-21 16:00:00,6.6,9.9,50,27.1,30
2024-04-21 17:00:00,7.1,9.2,53,24.6,32
2024-04-21 18:00:00,7.2,8.6,56,19.3,29
2024-04-21 19:00:00,6.5,6.8,61,13.4,20
2024-04-21 20:00:00,8.2,5.7,67,10.7,14
2024-04-21 21:00:00,9.6,4.8,71,9.8,6
2024-04-21 22:00:00,10.1,4.2,76,11.2,354
2024-04-21 23:00:00,10.0,4.0,80,13.0,358
2024-04-22 00:00:00,9.5,3.5,86,12.6,360
2024-04-22 01:00:00,9.9,3.8,89,11.9,5
2024-04-22 02:00:00,9.8,3.5,91,12.4,8
2024-04-22 03:00:00,10.4,3.0,93,11.2,2
2024-04-22 04:00:00,11.3,2.7,94,11.5,358
2024-04-22 05:00:00,14.2,2.3,95,11.2,356
2024-04-22 06:00:00,16.8,3.2,93,11.2,354
2024-04-22 07:00:00,17.2,4.8,84,15.7,16
2024-04-22 08:00:00,14.8,6.3,81,12.5,18
2024-04-22 09:00:00,13.2,7.9,70,14.1,19
2024-04-22 10:00:00,11.0,8.9,64,16.6,22
2024-04-22 11:00:00,9.6,9.0,57,16.1,20
2024-04-22 12:00:00,9.5,9.8,49,17.3,17
2024-04-22 13:00:00,9.5,9.4,52,16.9,16
2024-04-22 14:00:00,10.2,9.9,49,18.0,20
2024-04-22 15:00:00,11.2,10.3,45,16.9,12
2024-04-22 16:00:00,9.9,9.9,47,18.5,8
2024-04-22 17:00:00,8.0,9.8,46,16.2,356
2024-04-22 18:00:00,6.9,8.8,51,13.7,346
2024-04-22 19:00:00,7.7,6.8,62,9.1,353
2024-04-22 20:00:00,9.0,6.0,69,9.8,17
2024-04-22 21:00:00,10.3,5.2,74,10.5,16
2024-04-22 22:00:00,10.6,4.4,79,9.0,2
2024-04-22 23:00:00,10.9,3.8,84,9.4,337
2024-04-23 00:00:00,11.0,3.0,85,10.3,335
2024-04-23 01:00:00,11.7,2.5,90,7.6,335
2024-04-23 02:00:00,12.2,2.2,87,9.0,344
2024-04-23 03:00:00,12.9,1.6,88,8.4,350
2024-04-23 04:00:00,14.6,1.2,92,8.3,355
2024-04-23 05:00:00,18.1,0.9,94,7.7,349
2024-04-23 06:00:00,20.2,2.3,91,8.4,350
2024-04-23 07:00:00,20.3,4.0,85,9.1,7
2024-04-23 08:00:00,15.5,5.8,76,10.7,14
2024-04-23 09:00:00,11.6,7.3,62,13.2,17
2024-04-23 10:00:00,9.5,8.5,51,15.2,14
2024-04-23 11:00:00,9.0,9.6,42,15.8,12
2024-04-23 12:00:00,8.7,10.1,43,17.3,358
2024-04-23 13:00:00,9.7,10.8,39,16.8,9
2024-04-23 14:00:00,9.9,11.1,40,18.0,358
2024-04-23 15:00:00,11.1,10.6,43,19.2,347
2024-04-23 16:00:00,13.0,9.8,47,18.2,342
2024-04-23 17:00:00,13.4,9.6,45,15.7,351
2024-04-23 18:00:00,13.6,8.9,53,8.8,348
2024-04-23 19:00:00,12.9,5.9,67,8.0,350
2024-04-23 20:00:00,15.7,5.7,69,6.3,329
2024-04-23 21:00:00,17.3,7.0,66,9.2,312
2024-04-23 22:00:00,15.5,6.8,73,7.7,307
2024-04-23 23:00:00,14.5,6.7,79,9.2,291
2024-04-24 00:00:00,16.1,6.9,82,11.5,284
2024-04-24 01:00:00,15.3,6.3,85,12.2,294
2024-04-24 02:00:00,14.2,6.6,87,12.8,310
2024-04-24 03:00:00,15.0,6.6,88,11.2,320
2024-04-24 04:00:00,13.0,6.4,87,11.7,317
2024-04-24 05:00:00,12.6,5.3,89,12.0,316
2024-04-24 06:00:00,10.6,5.7,88,14.0,318
2024-04-24 07:00:00,9.4,6.2,82,17.0,324
2024-04-24 08:00:00,7.9,7.3,75,18.9,325
2024-04-24 09:00:00,5.3,8.4,63,22.4,330
2024-04-24 10:00:00,5.9,9.2,59,23.8,331
2024-04-24 11:00:00,5.9,9.9,51,26.3,330
2024-04-24 12:00:00,3.9,10.5,47,27.4,330
2024-04-24 13:00:00,3.7,8.4,64,22.2,324
2024-04-24 14:00:00,4.0,9.1,61,25.1,321
2024-04-24 15:00:00,5.4,9.2,60,23.5,320
2024-04-24 16:00:00,6.6,9.3,56,21.3,323
2024-04-24 17:00:00,6.7,9.0,56,18.4,321
2024-04-24 18:00:00,6.4,8.4,60,14.0,312
2024-04-24 19:00:00,7.1,6.7,68,10.5,292
2024-04-24 20:00:00,9.0,5.6,75,9.7,285
2024-04-24 21:00:00,11.7,4.8,81,7.3,290
2024-04-24 22:00:00,14.5,3.6,87,6.4,297
2024-04-24 23:00:00,15.9,2.8,90,6.2,291
2024-04-25 00:00:00,13.7,2.2,92,6.0,287
2024-04-25 01:00:00,14.9,4.8,82,4.4,279
2024-04-25 02:00:00,15.4,3.8,88,4.7,274
2024-04-25 03:00:00,15.6,2.8,92,5.1,266
2024-04-25 04:00:00,16.5,2.0,94,5.4,262
2024-04-25 05:00:00,20.3,1.0,96,6.2,263
2024-04-25 06:00:00,26.9,3.5,91,2.3,231
2024-04-25 07:00:00,28.9,6.0,82,2.6,146
2024-04-25 08:00:00,21.3,7.9,69,5.1,172
2024-04-25 09:00:00,15.0,9.3,56,7.9,223
2024-04-25 10:00:00,11.4,9.9,53,8.7,228
2024-04-25 11:00:00,10.5,10.8,50,9.6,236
2024-04-25 12:00:00,10.5,11.4,49,11.1,241
2024-04-25 13:00:00,9.5,11.9,46,9.2,231
2024-04-25 14:00:00,8.6,11.8,48,9.7,228
2024-04-25 15:00:00,9.3,11.9,50,10.4,236
2024-04-25 16:00:00,10.1,12.0,51,10.8,244
2024-04-25 17:00:00,10.4,11.9,49,8.9,249
2024-04-25 18:00:00,10.8,11.3,57,6.6,225
2024-04-25 19:00:00,13.0,8.3,68,7.6,211
2024-04-25 20:00:00,17.2,6.8,76,6.9,223
2024-04-25 21:00:00,20.6,6.4,78,6.9,223
2024-04-25 22:00:00,20.3,5.9,81,6.5,214
2024-04-25 23:00:00,18.5,5.8,83,6.8,198
2024-04-26 00:00:00,15.9,6.1,83,7.9,196
2024-04-26 01:00:00,15.0,6.0,85,8.4,200
2024-04-26 02:00:00,14.5,5.2,89,8.0,216
2024-04-26 03:00:00,14.4,4.8,91,7.2,217
2024-04-26 04:00:00,14.6,4.2,92,6.6,221
2024-04-26 05:00:00,17.5,4.0,93,5.7,215
2024-04-26 06:00:00,21.3,5.6,89,8.0,188
2024-04-26 07:00:00,22.8,7.7,86,6.6,171
2024-04-26 08:00:00,17.9,10.1,79,6.9,171
2024-04-26 09:00:00,15.3,11.3,74,11.5,176
2024-04-26 10:00:00,12.8,11.8,70,15.6,188
2024-04-26 11:00:00,11.5,12.1,76,17.1,188
2024-04-26 12:00:00,10.1,12.8,67,18.0,196
2024-04-26 13:00:00,10.1,12.6,66,10.0,193
2024-04-26 14:00:00,11.4,13.9,60,8.1,167
2024-04-26 15:00:00,12.3,14.8,62,11.2,176
2024-04-26 16:00:00,12.5,15.1,59,11.2,165
2024-04-26 17:00:00,12.1,13.9,66,12.6,178
2024-04-26 18:00:00,10.8,12.9,66,12.5,198
2024-04-26 19:00:00,11.2,11.2,79,8.3,180
2024-04-26 20:00:00,13.3,10.2,85,9.1,173
2024-04-26 21:00:00,14.3,9.6,88,7.4,166
2024-04-26 22:00:00,12.1,8.9,93,4.7,189
2024-04-26 23:00:00,9.8,8.9,92,10.3,151
2024-04-27 00:00:00,6.8,9.1,94,8.7,150
2024-04-27 01:00:00,5.8,9.2,93,8.8,161
2024-04-27 02:00:00,5.1,9.1,94,8.0,172
2024-04-27 03:00:00,5.3,8.9,94,8.7,163
2024-04-27 04:00:00,5.4,8.7,94,9.7,165
2024-04-27 05:00:00,5.7,8.2,95,7.7,169
2024-04-27 06:00:00,6.3,9.1,94,10.2,157
2024-04-27 07:00:00,5.4,10.0,91,11.3,158
2024-04-27 08:00:00,5.0,12.0,84,12.4,154
2024-04-27 09:00:00,4.5,13.1,81,13.9,143
2024-04-27 10:00:00,4.3,13.6,75,15.3,135
2024-04-27 11:00:00,4.6,13.5,73,15.5,138
2024-04-27 12:00:00,3.9,13.8,79,17.1,138
2024-04-27 13:00:00,3.4,15.7,73,9.4,122
2024-04-27 14:00:00,3.4,12.9,86,10.2,157
2024-04-27 15:00:00,3.3,14.6,82,16.1,130
2024-04-27 16:00:00,3.9,14.3,83,14.3,137
2024-04-27 17:00:00,4.7,14.8,80,12.0,136
2024-04-27 18:00:00,5.1,14.0,81,13.5,151
2024-04-27 19:00:00,6.2,12.5,89,9.7,135
2024-04-27 20:00:00,6.8,12.1,91,10.5,112
2024-04-27 21:00:00,6.0,11.9,90,13.8,141
2024-04-27 22:00:00,5.7,12.3,86,20.4,163
2024-04-27 23:00:00,4.8,11.8,91,17.7,168
2024-04-28 00:00:00,2.6,11.6,88,22.0,176
2024-04-28 01:00:00,2.2,10.6,90,18.8,185
2024-04-28 02:00:00,1.9,10.3,89,20.8,189
2024-04-28 03:00:00,2.2,9.8,89,21.8,188
2024-04-28 04:00:00,2.8,9.5,90,23.0,189
2024-04-28 05:00:00,3.0,9.4,89,23.2,187
2024-04-28 06:00:00,2.8,9.9,88,25.7,198
2024-04-28 07:00:00,2.8,10.4,85,23.0,212
2024-04-28 08:00:00,2.9,11.1,80,28.0,226
2024-04-28 09:00:00,2.5,11.9,73,27.5,224
2024-04-28 10:00:00,2.3,12.4,67,27.5,227
2024-04-28 11:00:00,2.6,12.9,62,27.5,228
2024-04-28 12:00:00,2.0,13.8,59,26.2,227
2024-04-28 13:00:00,2.0,14.6,53,22.8,231
2024-04-28 14:00:00,2.8,15.0,50,20.6,234
2024-04-28 15:00:00,3.1,15.2,48,17.8,234
2024-04-28 16:00:00,3.9,15.1,48,16.6,228
2024-04-28 17:00:00,4.6,14.6,51,13.4,216
